PROSPECTID,t,timestamp,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
206,10,2023-10-28,3.0,-99999,-99989.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0,9.0,2.0,1,2,3.0,2,2,0.0,4,3,3,Married,SSC,37,M,23188.155386353847,140.0,0.25,1.0,0.0,0.0,1,0.0,0,1.0,0.5,0.6666666666666666,0.5,0.0,0,0,PL,others,,
206,11,2023-11-27,4.0,-99999,-99988.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0,9.0,2.0,1,2,3.0,2,2,1.0,4,3,2,Married,SSC,37,M,23188.155386353847,141.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,1.0,0.5,0.6666666666666666,0.5,0.0,0,0,PL,others,,
206,12,2023-12-27,5.0,-99999,0.0,1.0,3.0,3.0,0,0,0,0,0,0.0,1.0,1.0,1,1,0.0,0,0,0.0,0,0,1.0,1,1,3,10.0,2.0,1,2,4.0,3,3,0.0,5,4,2,Married,SSC,37,M,23188.155386353847,142.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,1.0,0.5,0.75,0.5,0.0,0,0,PL,others,,
206,13,2024-01-26,6.0,-99999,1.0,1.0,3.0,3.0,1,1,0,3,3,0.0,1.0,1.0,0,1,0.0,0,0,0.0,0,0,1.0,1,1,3,11.0,3.0,2,3,4.0,3,3,0.0,6,5,2,Married,SSC,37,M,23188.155386353847,143.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.0,0,0,CC,others,,
206,14,2024-02-25,7.0,-99999,2.0,1.0,3.0,3.0,1,1,0,3,3,0.0,1.0,1.0,0,1,0.0,0,0,0.0,0,0,1.0,1,1,3,11.0,3.0,1,3,4.0,3,3,1.0,6,4,2,Married,SSC,37,M,20732.186489105497,144.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,1.0,0.3333333333333333,0.75,0.3333333333333333,0.0,0,0,CC,others,,
206,15,2024-03-26,8.0,-99999,3.0,1.0,3.0,3.0,1,1,0,3,3,0.0,1.0,1.0,0,1,0.0,0,0,0.0,0,0,1.0,1,1,3,11.0,3.0,1,3,4.0,2,3,2.0,6,3,1,Married,SSC,37,M,20732.186489105497,145.0,0.25,0.5,0.0,0.0,1,0.0,0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.0,0,0,CC,others,,
206,16,2024-04-25,9.0,-99999,0.0,2.0,3.0,3.0,1,1,0,3,3,0.0,2.0,1.0,0,1,0.0,0,0,0.0,0,0,2.0,2,2,3,12.0,4.0,2,3,4.0,1,3,0.0,6,3,1,Married,SSC,37,M,20732.186489105497,146.0,0.25,0.5,0.0,0.0,1,0.0,0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.0,0,0,CC,others,,
206,17,2024-05-25,10.0,-99999,0.0,3.0,3.0,3.0,2,2,0,3,3,1.0,2.0,1.0,0,1,1.0,1,1,0.0,0,0,2.0,2,2,1,12.0,4.0,2,3,4.0,1,3,1.0,6,3,1,Married,SSC,37,M,23140.030173819116,147.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.3333333333333333,0.6666666666666666,0.25,0.5,0.0,0,0,CC,others,,
206,18,2024-06-24,11.0,-99999,1.0,3.0,3.0,3.0,2,3,1,3,3,1.0,2.0,1.0,0,1,1.0,1,1,0.0,0,0,2.0,1,2,1,13.0,4.0,2,3,5.0,1,4,0.0,7,3,2,Married,SSC,37,M,25049.986094359934,148.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.25,0.6666666666666666,0.2,0.5,0.0,0,0,PL,others,,
206,19,2024-07-24,12.0,-99999,2.0,3.0,3.0,3.0,2,3,1,3,3,1.0,2.0,1.0,0,0,1.0,1,1,0.0,0,0,2.0,1,2,1,13.0,4.0,1,3,5.0,1,4,1.0,7,2,1,Married,SSC,37,M,25049.986094359934,149.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.25,0.3333333333333333,0.2,0.25,0.0,0,0,PL,others,,
206,20,2024-08-23,13.0,-99999,3.0,3.0,3.0,3.0,2,3,1,3,3,1.0,2.0,1.0,0,0,1.0,1,1,0.0,0,0,2.0,1,2,1,13.0,4.0,1,2,5.0,1,4,2.0,6,2,1,Married,SSC,37,M,25049.986094359934,150.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.25,0.5,0.2,0.25,0.0,0,0,PL,others,,
206,21,2024-09-22,14.0,-99999,4.0,3.0,3.0,3.0,2,3,1,3,3,1.0,2.0,1.0,0,0,1.0,1,1,0.0,0,0,2.0,1,2,1,13.0,4.0,1,2,5.0,1,3,3.0,5,2,0,Married,SSC,37,M,29632.423715736615,151.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.3333333333333333,0.5,0.2,0.25,0.0,0,0,PL,others,,
206,22,2024-10-22,15.0,-99999,0.0,4.0,3.0,3.0,1,3,2,1,3,1.0,3.0,1.0,0,0,1.0,1,1,1.0,1,1,2.0,0,2,2,13.0,4.0,0,2,5.0,1,2,4.0,4,1,0,Married,SSC,37,M,29632.423715736615,152.0,0.25,0.3333333333333333,0.0,0.0,1,0.0,0,0.5,0.0,0.2,0.0,0.0,0,0,PL,others,,
206,23,2024-11-21,16.0,-99999,1.0,4.0,3.0,3.0,1,4,3,2,3,1.0,3.0,1.0,0,0,1.0,0,1,1.0,1,1,2.0,0,2,2,13.0,4.0,0,2,5.0,1,2,5.0,4,1,0,Married,SSC,37,M,29632.423715736615,153.0,0.25,0.5,0.0,0.0,1,0.0,0,0.5,0.0,0.2,0.0,0.0,0,0,PL,others,,
402,0,2023-01-01,264.0,14,14.0,1.0,7.0,7.0,0,0,0,-99999,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,7,4.0,0.0,0,0,0.0,0,0,4.0,3,3,3,Single,12TH,30,M,21890.0,63.0,0.0,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,0,0,ConsumerLoan,ConsumerLoan,647.0,P4
402,1,2023-01-31,265.0,14,0.0,2.0,7.0,7.0,0,0,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,2,4.0,0.0,0,0,0.0,0,0,5.0,0,0,0,Single,12TH,30,M,21890.0,64.0,0.25,1.0,0.0,0.0,1,-99999.0,0,0.0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,,
402,2,2023-03-02,266.0,14,0.0,3.0,7.0,7.0,1,1,0,2,2,1.0,1.0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,1,4.0,0.0,0,0,0.0,0,0,6.0,0,0,0,Single,12TH,30,M,21890.0,65.0,0.25,1.0,0.0,0.0,1,-99999.0,0,0.0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,,
402,3,2023-04-01,267.0,14,1.0,3.0,7.0,7.0,2,2,0,2,2,1.0,1.0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,1,5.0,0.0,0,0,1.0,1,1,0.0,1,1,1,Single,12TH,30,M,21890.0,66.0,0.25,1.0,0.0,0.0,1,-99999.0,0,1.0,0.0,1.0,0.0,0.0,0,0,PL,ConsumerLoan,,
402,4,2023-05-01,0.0,14,2.0,3.0,7.0,7.0,2,2,0,2,2,1.0,1.0,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,0,0,6.0,1.0,1,1,1.0,1,1,0.0,2,2,2,Single,12TH,30,M,21890.0,67.0,0.25,1.0,0.0,0.0,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0,0,CC,ConsumerLoan,,
402,5,2023-05-31,1.0,14,3.0,3.0,7.0,7.0,2,2,0,2,2,1.0,1.0,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,0,0,7.0,1.0,1,1,1.0,1,1,0.0,3,3,3,Single,12TH,30,M,21890.0,68.0,0.25,1.0,0.0,0.0,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0,0,HL,ConsumerLoan,,
402,6,2023-06-30,2.0,14,4.0,3.0,7.0,7.0,2,2,0,2,2,1.0,1.0,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,0,0,8.0,1.0,1,1,2.0,2,2,0.0,4,4,3,Single,12TH,30,M,25110.60782442521,69.0,0.25,1.0,0.0,0.0,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0,0,PL,ConsumerLoan,,
402,7,2023-07-30,3.0,14,5.0,3.0,7.0,7.0,1,2,1,1,2,1.0,1.0,1.0,1,1,1.0,1,1,1.0,0,1,0.0,0,0,0,8.0,1.0,1,1,2.0,2,2,1.0,4,4,2,Single,12TH,30,M,30107.252851910045,70.0,0.25,0.0,0.0,0.0,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0,0,PL,ConsumerLoan,,
402,8,2023-08-29,4.0,14,0.0,4.0,7.0,7.0,0,2,2,0,2,1.0,2.0,1.0,1,1,1.0,0,1,2.0,1,2,0.0,0,0,2,8.0,1.0,1,1,2.0,2,2,2.0,4,4,1,Single,12TH,30,M,30107.252851910045,71.0,0.25,0.0,0.0,0.0,1,0.0,0,1.0,1.0,1.0,1.0,0.0,0,0,PL,ConsumerLoan,,
402,9,2023-09-28,0.0,14,1.0,4.0,7.0,7.0,1,3,2,2,2,1.0,2.0,2.0,2,2,1.0,0,1,2.0,1,2,0.0,0,0,0,8.0,1.0,1,1,2.0,1,2,3.0,4,3,0,Single,12TH,30,M,30107.252851910045,72.0,0.25,0.5,0.0,0.0,1,0.0,0,0.5,1.0,0.5,1.0,0.0,0,0,PL,ConsumerLoan,,
402,10,2023-10-28,1.0,14,2.0,4.0,7.0,7.0,1,3,2,2,2,1.0,2.0,2.0,1,2,1.0,0,1,2.0,1,2,0.0,0,0,0,8.0,1.0,0,1,2.0,1,2,4.0,4,2,0,Single,12TH,30,M,30107.252851910045,73.0,0.25,0.5,0.0,0.0,1,0.0,0,0.5,0.0,0.5,0.0,0.0,0,0,PL,ConsumerLoan,,
402,11,2023-11-27,0.0,14,3.0,4.0,7.0,7.0,1,3,2,2,2,1.0,2.0,3.0,2,3,1.0,0,1,2.0,1,2,0.0,0,0,0,8.0,1.0,0,1,2.0,1,2,5.0,4,1,0,Single,12TH,30,M,30107.252851910045,74.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,0.5,0.0,0.5,0.0,0.0,0,0,PL,ConsumerLoan,,
402,12,2023-12-27,1.0,14,0.0,5.0,7.0,7.0,1,3,2,2,2,1.0,3.0,3.0,2,3,1.0,0,1,2.0,1,2,1.0,1,1,3,8.0,1.0,0,1,2.0,0,2,6.0,4,0,0,Single,12TH,30,M,30107.252851910045,75.0,0.25,0.6666666666666666,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,PL,ConsumerLoan,,
402,13,2024-01-26,2.0,14,1.0,5.0,7.0,7.0,2,3,1,3,3,1.0,3.0,3.0,2,3,1.0,0,1,2.0,1,1,1.0,1,1,3,8.0,1.0,0,1,2.0,0,2,7.0,4,0,0,Single,12TH,30,M,30107.252851910045,76.0,0.25,1.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,PL,ConsumerLoan,,
402,14,2024-02-25,3.0,14,0.0,6.0,7.0,7.0,1,2,1,3,3,1.0,4.0,3.0,2,3,1.0,0,0,2.0,0,1,2.0,2,2,3,9.0,2.0,1,2,2.0,0,2,0.0,5,1,1,Single,12TH,30,M,30107.252851910045,77.0,0.25,1.0,0.0,0.0,1,0.0,0,0.0,0.5,0.0,0.5,0.0,0,0,CC,ConsumerLoan,,
402,15,2024-03-26,4.0,14,1.0,6.0,7.0,7.0,2,3,1,3,3,1.0,4.0,3.0,1,3,1.0,0,0,2.0,0,1,2.0,2,2,3,9.0,2.0,1,2,2.0,0,1,1.0,4,1,1,Single,12TH,30,M,33000.37832900898,78.0,0.25,0.5,0.0,0.0,1,0.0,0,0.0,0.5,0.0,0.5,0.0,0,0,CC,ConsumerLoan,,
402,16,2024-04-25,0.0,14,2.0,6.0,7.0,7.0,2,3,1,3,3,1.0,4.0,4.0,2,3,1.0,0,0,2.0,0,1,2.0,2,2,0,9.0,2.0,1,1,2.0,0,1,2.0,3,1,1,Single,12TH,30,M,33000.37832900898,79.0,0.25,0.5,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.5,0.0,0,0,CC,ConsumerLoan,,
402,17,2024-05-25,1.0,14,3.0,6.0,7.0,7.0,2,3,1,3,3,1.0,4.0,4.0,1,3,1.0,0,0,2.0,0,1,2.0,2,2,0,9.0,2.0,1,1,2.0,0,1,3.0,2,1,0,Single,12TH,30,M,33000.37832900898,80.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.5,0.0,0,0,CC,ConsumerLoan,,
402,18,2024-06-24,2.0,14,4.0,6.0,7.0,7.0,1,3,2,3,3,1.0,4.0,4.0,1,3,1.0,0,0,2.0,0,1,2.0,1,2,0,10.0,2.0,1,1,2.0,0,0,0.0,2,2,1,Single,12TH,30,M,33000.37832900898,81.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.5,0.0,0,0,HL,ConsumerLoan,,
402,19,2024-07-24,3.0,14,5.0,6.0,7.0,7.0,1,3,2,3,3,1.0,4.0,4.0,1,3,1.0,0,0,2.0,0,1,2.0,1,2,0,10.0,2.0,1,1,2.0,0,0,1.0,2,2,1,Single,12TH,30,M,33000.37832900898,82.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.5,0.0,0,0,HL,ConsumerLoan,,
402,20,2024-08-23,4.0,14,6.0,6.0,7.0,7.0,0,2,2,0,3,1.0,4.0,4.0,1,3,1.0,0,0,2.0,0,0,2.0,0,2,0,11.0,2.0,0,1,2.0,0,0,0.0,3,2,2,Single,12TH,30,M,33000.37832900898,83.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,HL,ConsumerLoan,,
402,21,2024-09-22,5.0,14,7.0,6.0,7.0,7.0,0,2,2,0,3,1.0,4.0,4.0,1,2,1.0,0,0,2.0,0,0,2.0,0,2,0,11.0,2.0,0,1,2.0,0,0,1.0,3,2,1,Single,12TH,30,M,35788.56800264382,84.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,HL,ConsumerLoan,,
402,22,2024-10-22,0.0,14,8.0,6.0,7.0,7.0,0,2,2,0,3,1.0,4.0,5.0,1,3,1.0,0,0,2.0,0,0,2.0,0,2,0,11.0,2.0,0,1,2.0,0,0,2.0,3,2,1,Single,12TH,30,M,35788.56800264382,85.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,HL,ConsumerLoan,,
402,23,2024-11-21,1.0,14,9.0,6.0,7.0,7.0,0,2,2,0,3,1.0,4.0,5.0,1,2,1.0,0,0,2.0,0,0,2.0,0,2,0,11.0,2.0,0,1,2.0,0,0,3.0,3,2,0,Single,12TH,30,M,35788.56800264382,86.0,0.25,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,HL,ConsumerLoan,,
747,0,2023-01-01,697.0,-99999,-99999.0,0.0,-99999.0,0.0,0,0,0,0,0,0.0,0.0,42.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,-99999.0,-99999.0,-99999,-99999,-99999.0,-99999,-99999,-99999.0,-99999,-99999,-99999,Married,SSC,47,F,18000.0,218.0,0.057,0.75,1.001,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,-99999.0,1,0,others,others,695.0,P2
747,1,2023-01-31,698.0,-99999,-99998.0,0.0,-99999.0,0.0,0,0,0,0,0,0.0,0.0,42.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,-99999.0,-99999.0,0,0,-99999.0,0,0,-99998.0,0,0,0,Married,SSC,47,F,18000.0,219.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.0,0.0,0.0,0.0,1,0,others,others,,
747,2,2023-03-02,699.0,-99999,0.0,1.0,1.0,1.0,0,0,0,0,0,1.0,0.0,42.0,0,0,1.0,1,1,0.0,0,0,0.0,0,0,1,-99998.0,-99998.0,1,1,-99999.0,0,0,0.0,1,1,1,Married,SSC,47,F,18000.0,220.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,1.0,0.0,0.0,0.0,1,0,CC,others,,
747,3,2023-04-01,0.0,-99999,1.0,1.0,1.0,1.0,1,1,0,1,1,1.0,0.0,43.0,1,1,1.0,1,1,0.0,0,0,0.0,0,0,0,-99998.0,-99998.0,1,1,-99999.0,0,0,1.0,1,1,1,Married,SSC,47,F,18000.0,221.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,1.0,0.0,0.0,0.0,1,0,CC,others,,
747,4,2023-05-01,1.0,-99999,2.0,1.0,1.0,1.0,1,1,0,1,1,1.0,0.0,43.0,1,1,1.0,1,1,0.0,0,0,0.0,0,0,0,-99998.0,-99998.0,1,1,-99999.0,0,0,2.0,1,1,1,Married,SSC,47,F,18000.0,222.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,1.0,0.0,0.0,0.0,1,0,CC,others,,
747,5,2023-05-31,2.0,-99999,3.0,1.0,1.0,1.0,1,1,0,1,1,1.0,0.0,43.0,1,1,1.0,1,1,0.0,0,0,0.0,0,0,0,-99997.0,-99998.0,1,1,-99998.0,1,1,0.0,2,2,1,Married,SSC,47,F,18000.0,223.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,1.0,0.0,0.0,0.0,1,0,PL,others,,
747,6,2023-06-30,3.0,-99999,4.0,1.0,1.0,1.0,1,1,0,1,1,1.0,0.0,43.0,1,1,1.0,1,1,0.0,0,0,0.0,0,0,0,-99997.0,-99998.0,1,1,-99998.0,1,1,1.0,2,2,1,Married,SSC,47,F,18000.0,224.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,1.0,0.0,0.0,0.0,1,0,PL,others,,
747,7,2023-07-30,4.0,-99999,5.0,1.0,1.0,1.0,1,1,0,1,1,1.0,0.0,43.0,1,1,1.0,1,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,2,2,-99998.0,1,1,0.0,3,3,2,Married,SSC,47,F,18000.0,225.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,1.0,0.0,0.0,0.0,1,0,CC,others,,
747,8,2023-08-29,5.0,-99999,6.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,43.0,1,1,1.0,0,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,1,2,-99998.0,1,1,1.0,3,2,1,Married,SSC,47,F,18000.0,226.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,0.5,0.0,0.0,0.0,1,0,CC,others,,
747,9,2023-09-28,0.0,-99999,7.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,44.0,1,2,1.0,0,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,1,2,-99998.0,1,1,2.0,3,2,1,Married,SSC,47,F,18000.0,227.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,0.5,0.0,0.0,0.0,1,0,CC,others,,
747,10,2023-10-28,1.0,-99999,8.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,44.0,1,2,1.0,0,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,1,2,-99998.0,1,1,3.0,3,2,0,Married,SSC,47,F,18000.0,228.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,1.0,0.5,0.0,0.0,0.0,1,0,CC,others,,
747,11,2023-11-27,0.0,-99999,9.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,45.0,2,3,1.0,0,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,1,2,-99998.0,0,1,4.0,3,1,0,Married,SSC,47,F,18000.0,229.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.5,0.0,0.0,0.0,1,0,CC,others,,
747,12,2023-12-27,1.0,-99999,10.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,45.0,2,3,1.0,0,1,0.0,0,0,0.0,0,0,0,-99996.0,-99997.0,1,2,-99998.0,0,1,5.0,3,1,0,Married,SSC,47,F,18000.0,230.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.0,0.5,0.0,0.0,0.0,1,0,CC,others,,
747,13,2024-01-26,2.0,-99999,11.0,1.0,1.0,1.0,0,1,1,0,1,1.0,0.0,45.0,2,3,1.0,0,1,0.0,0,0,0.0,0,0,0,-99995.0,-99997.0,0,2,-99997.0,1,2,0.0,4,1,1,Married,SSC,47,F,18000.0,231.0,0.25,0.0,0.0,-99999.0,0,-99999.0,0,0.5,0.0,0.0,0.0,0.0,1,0,PL,others,,
747,14,2024-02-25,3.0,-99999,12.0,1.0,1.0,1.0,0,0,0,0,0,1.0,0.0,45.0,2,3,1.0,0,0,0.0,0,0,0.0,0,0,0,-99995.0,-99997.0,0,1,-99997.0,1,2,1.0,3,1,1,Married,SSC,47,F,20744.210973665897,232.0,0.5,1.0,0.0,0.0,1,-99999.0,0,0.5,0.0,0.0,0.0,0.0,1,0,PL,others,,
