borrower_id,t,timestamp,R_DEBT_INCOME,INCOME,CREDIT_SCORE,UTILIZATION_OVERALL,DPD_MAX_12M,INQUIRIES_30D,N_OPEN_TRADES,R_EXPENDITURE_INCOME,CAT_MORTGAGE,CAT_CREDIT_CARD,TOTAL_LIMIT,TOTAL_BALANCE,TOTAL_PRINCIPAL,DEFAULT_FLAG
C02OZKC0ZF,3,2023-04-01,0.2091,76676.35,616.0,0.3736,60,0,1,0.1059,0,0,42914.23,16030.64,0.0,False
C02OZKC0ZF,4,2023-05-01,0.2545,77339.92,610.0,0.4587,90,0,1,0.0956,0,0,42914.23,19686.36,0.0,False
C02OZKC0ZF,5,2023-05-31,0.212,78551.76,612.0,0.388,90,0,1,0.1225,0,0,42914.23,16651.74,0.0,False
C02OZKC0ZF,6,2023-06-30,0.3592,78284.09,606.0,0.5708,90,0,1,0.2055,0,0,49262.28,28121.32,0.0,False
C02OZKC0ZF,7,2023-07-30,0.327,78116.88,600.0,0.5185,90,0,1,0.0098,0,0,49262.28,25544.66,0.0,False
C02OZKC0ZF,8,2023-08-29,0.2817,86099.98,594.0,0.4923,90,0,1,0.0713,0,0,49262.28,24253.49,0.0,False
C02OZKC0ZF,9,2023-09-28,0.288,84999.92,596.0,0.497,90,0,1,0.2441,0,0,49262.28,24482.92,0.0,False
C02OZKC0ZF,10,2023-10-28,32.9268,85355.7,591.0,0.3847,90,0,2,0.097,0,0,49262.28,18950.92,2791543.03,False
C02OZKC0ZF,11,2023-11-27,32.6246,86179.9,587.0,0.4961,90,0,2,0.1147,0,0,49262.28,24441.25,2787143.63,False
C02OZKC0ZF,12,2023-12-27,33.2796,84402.32,575.0,0.4412,90,0,2,0.1475,0,0,49262.28,21734.3,2787143.63,False
C02OZKC0ZF,13,2024-01-26,33.3451,83827.57,579.0,0.2542,90,0,2,0.154,0,0,49262.28,12520.54,2782714.19,False
C02OZKC0ZF,14,2024-02-25,32.7486,85257.29,575.0,0.2802,90,0,2,0.0551,0,0,49262.28,13803.96,2778254.51,False
C02OZKC0ZF,15,2024-03-26,32.8509,84943.66,571.0,0.3393,90,0,2,0.0848,0,0,49262.28,16714.67,2773764.39,False
C02OZKC0ZF,16,2024-04-25,32.2672,86404.42,575.0,0.3813,90,0,2,0.1546,0,0,49262.28,18785.79,2769243.61,False
C02OZKC0ZF,17,2024-05-25,32.5825,86223.85,563.0,0.8149,90,0,2,0.2762,0,0,49262.28,40143.08,2769243.61,False
C02OZKC0ZF,18,2024-06-24,32.1708,86798.11,559.0,0.4693,90,0,2,0.2187,0,0,49262.28,23119.46,2769243.61,False
C02OZKC0ZF,19,2024-07-24,31.7645,87642.66,555.0,0.3905,90,0,2,0.0372,0,0,49262.28,19237.23,2764691.97,False
C02OZKC0ZF,20,2024-08-23,31.613,87797.89,559.0,0.3135,90,0,2,0.0682,0,0,49262.28,15444.4,2760109.26,False
C02OZKC0ZF,21,2024-09-22,32.0789,86421.78,563.0,0.3415,90,0,2,0.1284,0,0,49262.28,16821.82,2755495.26,False
C02OZKC0ZF,22,2024-10-22,31.7936,87076.85,559.0,0.2637,90,0,2,0.1021,0,0,49262.28,12992.92,2755495.26,False
C02OZKC0ZF,23,2024-11-21,28.9482,95848.18,547.0,0.3884,90,0,2,0.1473,0,0,49262.28,19134.2,2755495.26,False
C03FHP2D0A,0,2023-01-01,7.2744,30977.82,459.0,0.5517,30,0,3,0.1818,0,0,20000.0,11033.22,214312.61,False
C03FHP2D0A,1,2023-01-31,7.1075,31155.9,449.0,0.6521,60,0,3,0.1863,0,0,20000.0,13041.66,208399.99,False
C03FHP2D0A,2,2023-03-02,6.9324,31226.05,447.0,0.703,60,0,3,0.2082,0,0,20000.0,14059.89,202412.2,False
C03FHP2D0A,3,2023-04-01,6.7342,31136.56,445.0,0.6665,90,0,3,0.2298,0,0,20000.0,13330.24,196348.28,False
C03FHP2D0A,4,2023-05-01,6.5865,31308.16,435.0,0.6102,90,0,3,0.1763,0,0,20000.0,12204.28,194006.83,False
C03FHP2D0A,5,2023-05-31,6.4035,31126.67,433.0,0.5742,90,0,3,0.2246,0,0,20000.0,11484.17,187836.06,False
C03FHP2D0A,6,2023-06-30,6.1623,31631.69,431.0,0.6668,90,0,3,0.2127,0,0,20000.0,13335.6,181586.84,False
C03FHP2D0A,7,2023-07-30,6.0226,31859.07,421.0,0.77,90,0,3,0.2134,0,0,21578.01,16614.77,175258.17,False
C03FHP2D0A,8,2023-08-29,6.0431,31719.98,403.0,0.7613,90,0,3,0.1351,0,0,21578.01,16427.64,175258.17,False
C03FHP2D0A,9,2023-09-28,5.5034,32360.69,409.0,0.4285,90,0,3,0.2257,0,0,21578.01,9246.04,168849.04,False
C03FHP2D0A,10,2023-10-28,5.3724,32286.15,407.0,0.4854,90,0,3,0.2051,0,0,22855.49,11094.76,162358.44,False
C03FHP2D0A,11,2023-11-27,5.1968,32509.08,405.0,0.5757,90,0,3,0.1785,0,0,22855.49,13158.54,155785.31,False
C03FHP2D0A,12,2023-12-27,5.0962,33295.93,395.0,0.6769,90,0,3,0.2706,0,0,22855.49,15471.3,154212.98,False
C03FHP2D0A,13,2024-01-26,4.9215,33408.49,385.0,0.7386,90,0,3,0.1727,0,0,22855.49,16881.96,147536.3,False
C03FHP2D0A,14,2024-02-25,4.7233,33874.21,375.0,0.6212,90,0,3,0.2247,0,0,22855.49,14196.99,145801.39,False
C03FHP2D0A,15,2024-03-26,4.7847,33659.46,357.0,0.6768,90,0,3,0.1429,0,0,22855.49,15469.66,145579.35,False
C03FHP2D0A,16,2024-04-25,4.751,32847.52,347.0,0.7554,90,0,3,0.2924,0,0,22855.49,17266.12,138792.92,False
C03FHP2D0A,17,2024-05-25,4.4851,32989.25,345.0,0.7019,90,0,3,0.11,0,0,22855.49,16041.22,131920.21,False
C03FHP2D0A,18,2024-06-24,4.3066,32677.7,343.0,0.6507,90,0,3,0.2526,0,0,24233.26,15768.91,124960.12,False
C03FHP2D0A,19,2024-07-24,4.1979,32633.41,333.0,0.5102,90,0,3,0.1819,0,0,24233.26,12363.22,124630.03,False
C03FHP2D0A,20,2024-08-23,4.0418,32627.48,331.0,0.3904,90,0,3,0.2802,0,0,24233.26,9459.92,122413.85,False
C03FHP2D0A,21,2024-09-22,4.072,32024.49,321.0,0.4139,90,0,3,0.1756,0,0,24233.26,10029.36,120375.77,False
C03FHP2D0A,22,2024-10-22,4.0351,32457.34,303.0,0.449,90,0,3,0.1614,0,0,24233.26,10879.65,120089.86,False
C03FHP2D0A,23,2024-11-21,3.7854,32265.04,301.0,0.3779,90,0,3,0.1273,0,0,24233.26,9158.22,112979.37,False
C03PVPPHOY,0,2023-01-01,0.1014,80235.22,553.0,0.8138,30,0,1,0.0834,0,0,10000.0,8137.9,0.0,False
C03PVPPHOY,1,2023-01-31,0.089,80574.75,547.0,0.7168,60,0,1,0.1199,0,0,10000.0,7168.32,0.0,False
C03PVPPHOY,2,2023-03-02,0.0781,79316.34,549.0,0.6195,60,0,1,0.1053,0,0,10000.0,6195.03,0.0,False
C03PVPPHOY,3,2023-04-01,0.0602,81144.02,551.0,0.4885,60,0,1,0.0953,0,0,10000.0,4884.62,0.0,False
C03PVPPHOY,4,2023-05-01,0.0887,81421.81,544.0,0.7221,60,0,1,0.0373,0,0,10000.0,7221.48,0.0,False
C03PVPPHOY,5,2023-05-31,0.0949,81809.57,538.0,0.7766,60,0,1,0.1017,0,0,10000.0,7766.48,0.0,False
C03PVPPHOY,6,2023-06-30,0.0957,80148.0,532.0,0.7671,90,0,1,0.0502,0,0,10000.0,7671.35,0.0,False
C03PVPPHOY,7,2023-07-30,0.1144,81098.12,526.0,0.9282,90,0,1,0.0755,0,0,10000.0,9281.52,0.0,False
C03PVPPHOY,8,2023-08-29,0.0622,81170.96,528.0,0.5045,90,0,1,0.1342,0,0,10000.0,5044.83,0.0,False
C03PVPPHOY,9,2023-09-28,0.0943,81754.12,522.0,0.7712,90,0,1,0.1061,0,0,10000.0,7712.23,0.0,False
C03PVPPHOY,10,2023-10-28,0.0985,82122.57,516.0,0.8087,90,0,1,0.1138,0,0,10000.0,8087.26,0.0,False
C03PVPPHOY,11,2023-11-27,0.059,82556.79,518.0,0.4872,90,0,1,0.0581,0,0,10000.0,4871.53,0.0,False
C03PVPPHOY,12,2023-12-27,0.0846,82206.32,520.0,0.6953,90,0,1,0.0638,0,0,10000.0,6952.84,0.0,False
C03PVPPHOY,13,2024-01-26,0.1014,82833.02,514.0,0.8401,90,0,1,0.0877,0,0,10000.0,8401.17,0.0,False
C03PVPPHOY,14,2024-02-25,0.0822,82762.01,516.0,0.6807,90,0,1,0.0641,0,0,10000.0,6806.87,0.0,False
C03PVPPHOY,15,2024-03-26,0.107,81709.89,510.0,0.8746,90,0,1,0.0523,0,0,10000.0,8746.42,0.0,False
C03PVPPHOY,16,2024-04-25,0.0837,82128.56,512.0,0.6878,90,0,1,0.0493,0,0,10000.0,6878.2,0.0,False
C03PVPPHOY,17,2024-05-25,0.0442,82325.07,514.0,0.364,90,0,1,0.0211,0,0,10000.0,3639.6,0.0,False
C03PVPPHOY,18,2024-06-24,0.0903,81501.51,508.0,0.736,90,0,1,0.0714,0,0,10000.0,7360.47,0.0,False
C03PVPPHOY,19,2024-07-24,0.059,80905.41,510.0,0.477,90,0,1,0.1999,0,0,10000.0,4769.82,0.0,False
C03PVPPHOY,20,2024-08-23,0.1021,80912.79,504.0,0.8263,90,0,1,0.129,0,0,10000.0,8262.83,0.0,False
C03PVPPHOY,21,2024-09-22,0.1103,82100.45,498.0,0.9055,90,0,1,0.1443,0,0,10000.0,9054.53,0.0,False
C03PVPPHOY,22,2024-10-22,0.0562,82243.83,500.0,0.4619,90,0,1,0.0552,0,0,10000.0,4618.74,0.0,False
C03PVPPHOY,23,2024-11-21,0.0716,82178.58,502.0,0.5882,90,0,1,0.112,0,0,10000.0,5881.53,0.0,False
C04J69MUX0,0,2023-01-01,0.0,131474.96,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,1,2023-01-31,0.0,133854.2,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,2,2023-03-02,0.0,134027.19,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,3,2023-04-01,0.0,135632.06,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,4,2023-05-01,0.0,135623.44,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,5,2023-05-31,0.0,135547.0,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,6,2023-06-30,0.0,138636.13,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,7,2023-07-30,0.0,138365.58,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,8,2023-08-29,0.0,141235.44,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,9,2023-09-28,0.0,139241.95,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,10,2023-10-28,0.0,141336.69,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,11,2023-11-27,0.0,142651.94,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,12,2023-12-27,0.0,142517.37,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,13,2024-01-26,0.0,143400.49,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,14,2024-02-25,0.0,143785.26,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,15,2024-03-26,0.0,143911.17,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,16,2024-04-25,0.0,142576.12,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,17,2024-05-25,0.0,147514.52,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,18,2024-06-24,0.0,147879.94,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,19,2024-07-24,0.0,144227.56,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,20,2024-08-23,0.0,142510.57,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,21,2024-09-22,0.0,140482.1,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,22,2024-10-22,0.0,135429.74,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04J69MUX0,23,2024-11-21,0.0,136778.92,473.0,,0,0,0,0.0,1,1,0.0,0.0,0.0,False
C04Q46QKOG,0,2023-01-01,0.0482,184172.36,598.0,0.1432,0,0,1,0.0,0,0,61916.45,8868.58,0.0,False
C04Q46QKOG,1,2023-01-31,0.1577,184107.87,592.0,0.4691,30,0,1,0.1274,0,0,61916.45,29041.98,0.0,False
C04Q46QKOG,2,2023-03-02,0.2386,182192.31,586.0,0.7021,60,0,1,0.0999,0,0,61916.45,43468.95,0.0,False
C04Q46QKOG,3,2023-04-01,0.1496,183913.58,588.0,0.4443,60,0,1,0.0407,0,0,61916.45,27510.91,0.0,False
C04Q46QKOG,4,2023-05-01,0.2626,185052.84,582.0,0.7849,60,0,1,0.1139,0,0,61916.45,48596.32,0.0,False
C04Q46QKOG,5,2023-05-31,0.1955,185586.49,584.0,0.586,60,0,1,0.0233,0,0,61916.45,36284.52,0.0,False
C04Q46QKOG,6,2023-06-30,0.2823,186455.17,578.0,0.8503,60,0,1,0.1529,0,0,61916.45,52645.41,0.0,False
C04Q46QKOG,7,2023-07-30,0.2044,199529.91,580.0,0.6587,60,0,1,0.1495,0,0,61916.45,40786.24,0.0,False
C04Q46QKOG,8,2023-08-29,0.1726,199869.86,582.0,0.5571,60,0,1,0.1346,0,0,61916.45,34492.73,0.0,False
C04Q46QKOG,9,2023-09-28,0.1497,195230.65,584.0,0.4719,60,0,1,0.0993,0,0,61916.45,29221.3,0.0,False
C04Q46QKOG,10,2023-10-28,0.198,193887.66,578.0,0.62,60,0,1,0.0746,0,0,61916.45,38388.83,0.0,False
C04Q46QKOG,11,2023-11-27,0.1449,197866.15,572.0,0.4632,60,0,1,0.0,0,0,61916.45,28677.38,0.0,False
C04Q46QKOG,12,2023-12-27,0.2934,196842.56,566.0,0.9326,90,0,1,0.1833,0,0,61916.45,57744.8,0.0,False
C04Q46QKOG,13,2024-01-26,0.2718,201977.69,568.0,0.8867,90,0,1,0.1123,0,0,61916.45,54901.08,0.0,False
C04Q46QKOG,14,2024-02-25,0.2668,204234.18,562.0,0.88,90,0,1,0.1572,0,0,61916.45,54483.52,0.0,False
C04Q46QKOG,15,2024-03-26,0.1504,201839.4,564.0,0.4902,90,0,1,0.1327,0,0,61916.45,30348.92,0.0,False
C04Q46QKOG,16,2024-04-25,0.1664,202667.65,566.0,0.5448,90,0,1,0.0897,0,0,61916.45,33732.85,0.0,False
C04Q46QKOG,17,2024-05-25,0.1094,200241.54,568.0,0.3539,90,0,1,0.0522,0,0,61916.45,21914.21,0.0,False
C04Q46QKOG,18,2024-06-24,0.1898,199841.55,562.0,0.6125,90,0,1,0.1082,0,0,61916.45,37923.02,0.0,False
C04Q46QKOG,19,2024-07-24,0.1818,201867.29,564.0,0.5927,90,0,1,0.1412,0,0,61916.45,36696.26,0.0,False
C04Q46QKOG,20,2024-08-23,0.1423,203843.15,566.0,0.4684,90,0,1,0.0263,0,0,61916.45,29004.28,0.0,False
C04Q46QKOG,21,2024-09-22,0.1859,204031.65,560.0,0.6126,90,0,1,0.0965,0,0,61916.45,37931.25,0.0,False
C04Q46QKOG,22,2024-10-22,0.3044,203419.26,554.0,1.0,90,0,1,0.1207,0,0,61916.45,61916.45,0.0,False
C04Q46QKOG,23,2024-11-21,0.1352,200781.2,556.0,0.4383,90,0,1,0.1203,0,0,61916.45,27140.8,0.0,False
C069MLDS7X,0,2023-01-01,0.0,60909.51,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,1,2023-01-31,0.0,61113.5,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,2,2023-03-02,0.0,61602.37,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,3,2023-04-01,0.0,61992.06,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,4,2023-05-01,0.0,61268.96,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,5,2023-05-31,0.0,61741.87,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,6,2023-06-30,0.0,61612.91,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,7,2023-07-30,0.0,61841.03,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,8,2023-08-29,0.0,62901.94,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,9,2023-09-28,0.0,63931.38,580.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,10,2023-10-28,0.0,65566.95,579.0,,0,1,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,11,2023-11-27,0.0,66202.66,579.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,12,2023-12-27,0.0,66459.62,579.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,13,2024-01-26,0.0,66161.93,579.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,14,2024-02-25,0.0,65882.1,579.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,15,2024-03-26,0.0,65977.33,579.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,16,2024-04-25,0.0,66130.52,578.0,,0,1,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,17,2024-05-25,0.0,65913.67,578.0,,0,1,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,18,2024-06-24,0.0,66305.99,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,19,2024-07-24,0.0,67483.4,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,20,2024-08-23,0.0,67441.08,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,21,2024-09-22,0.0,67548.52,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,22,2024-10-22,0.0,67981.31,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C069MLDS7X,23,2024-11-21,0.0,74796.08,578.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C07VC05Z4R,0,2023-01-01,0.6486,223044.0,596.0,0.3986,30,0,4,0.3713,0,1,362978.73,144669.02,0.0,False
C07VC05Z4R,1,2023-01-31,0.6287,221023.74,596.0,0.3663,30,0,4,0.311,0,1,379377.59,138950.16,0.0,False
C07VC05Z4R,2,2023-03-02,0.6935,219294.05,604.0,0.3938,30,0,4,0.4294,0,1,386199.68,152076.16,0.0,False
C07VC05Z4R,3,2023-04-01,0.6562,221575.69,604.0,0.3765,30,0,4,0.3991,0,1,386199.68,145389.24,0.0,False
C07VC05Z4R,4,2023-05-01,0.6864,223600.57,580.0,0.3817,60,0,4,0.2929,0,1,402136.28,153483.38,0.0,False
C07VC05Z4R,5,2023-05-31,0.7585,227401.76,564.0,0.4207,60,0,4,0.532,0,1,409975.42,172472.98,0.0,False
C07VC05Z4R,6,2023-06-30,0.7373,227478.57,564.0,0.4091,90,0,4,0.3345,0,1,409975.42,167731.31,0.0,False
C07VC05Z4R,7,2023-07-30,0.8167,230568.86,548.0,0.4593,90,0,4,0.3524,0,1,409975.42,188309.77,0.0,False
C07VC05Z4R,8,2023-08-29,0.7663,231538.71,540.0,0.4328,90,0,4,0.3952,0,1,409975.42,177423.63,0.0,False
C07VC05Z4R,9,2023-09-28,0.8405,227800.61,532.0,0.467,90,0,4,0.3382,0,1,409975.42,191473.08,0.0,False
C07VC05Z4R,10,2023-10-28,0.9238,227082.4,516.0,0.5117,90,0,4,0.4128,0,1,409975.42,209773.67,0.0,False
C07VC05Z4R,11,2023-11-27,0.8626,230479.86,508.0,0.4775,90,0,4,0.4343,0,1,416333.51,198800.57,0.0,False
C07VC05Z4R,12,2023-12-27,0.9402,227699.1,499.0,0.5142,90,1,4,0.3956,0,1,416333.51,214083.3,0.0,False
C07VC05Z4R,13,2024-01-26,0.768,227567.46,499.0,0.4198,90,1,4,0.322,0,1,416333.51,174762.1,0.0,False
C07VC05Z4R,14,2024-02-25,0.7218,229296.81,499.0,0.3976,90,0,4,0.4213,0,1,416333.51,165516.12,0.0,False
C07VC05Z4R,15,2024-03-26,0.7558,225000.05,499.0,0.4085,90,0,4,0.3608,0,1,416333.51,170061.84,0.0,False
C07VC05Z4R,16,2024-04-25,0.78,226325.85,499.0,0.424,90,0,4,0.507,0,1,416333.51,176545.34,0.0,False
C07VC05Z4R,17,2024-05-25,0.8963,228611.83,483.0,0.4922,90,0,4,0.3877,0,1,416333.51,204909.77,0.0,False
C07VC05Z4R,18,2024-06-24,0.9849,231027.52,459.0,0.5465,90,0,4,0.3567,0,1,416333.51,227529.56,0.0,False
C07VC05Z4R,19,2024-07-24,0.7824,231572.74,451.0,0.4352,90,0,4,0.3016,0,1,416333.51,181187.63,0.0,False
C07VC05Z4R,20,2024-08-23,0.8571,227428.46,443.0,0.4682,90,0,4,0.4409,0,1,416333.51,194933.46,0.0,False
C07VC05Z4R,21,2024-09-22,0.9385,227623.46,435.0,0.5131,90,0,4,0.4283,0,1,416333.51,213629.4,0.0,False
C07VC05Z4R,22,2024-10-22,0.7575,231917.38,427.0,0.4219,90,0,4,0.2597,0,1,416333.51,175666.87,0.0,False
C07VC05Z4R,23,2024-11-21,0.9306,235685.41,411.0,0.5268,90,0,4,0.4187,0,1,416333.51,219337.39,0.0,False
C0CLKGEG1L,0,2023-01-01,0.0,77069.26,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,1,2023-01-31,0.0,77087.54,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,2,2023-03-02,0.0,77843.51,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,3,2023-04-01,0.0,76461.62,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,4,2023-05-01,0.0,76914.85,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,5,2023-05-31,0.0,77212.44,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,6,2023-06-30,0.0,77151.15,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,7,2023-07-30,0.0,76785.19,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,8,2023-08-29,0.0,76676.47,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,9,2023-09-28,0.0,76560.2,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,10,2023-10-28,0.0,76507.05,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
C0CLKGEG1L,11,2023-11-27,0.0,76455.18,638.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,False
